,,,,,Inv20230915115442,"3 000.00","3 000.00","2 400.00",09/22/2023,353,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00","4 800.00",,,
,,,,,,,,,,,
,,,,,,,,,,,
C010323nm,111222,USD,"100 000.00",C010324nm,,,,,,,
,,,,,Inv20230915122223,"1 000.00","1 000.00",0.00,09/22/2023,353,
,,,,,Inv20230915122251,"2 000.00","2 000.00",0.00,09/22/2023,353,
,,,,,Inv20230915122319,"3 000.00","3 000.00",0.00,09/22/2023,353,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00",0.00,,,
,,,,,,,,,,,
,,,,,,,,,,,
C010325nm,111222,USD,"100 000.00",C010326nm,,,,,,,
,,,,,Inv20230915013140,"1 000.00","1 000.00",0.00,09/22/2023,353,
,,,,,Inv20230915013208,"2 000.00","2 000.00",0.00,09/22/2023,353,
,,,,,Inv20230915013235,"3 000.00","3 000.00",0.00,09/22/2023,353,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00",0.00,,,
,,,,,,,,,,,
,,,,,,,,,,,
C010334nm,111222,USD,"100 000.00",C010335nm,,,,,,,
,,,,,Inv20230915040916,"1 000.00","1 000.00",800.00,09/22/2023,353,
,,,,,Inv20230915040943,"2 000.00","2 000.00","1 600.00",09/22/2023,353,
,,,,,Inv20230915041011,"3 000.00","3 000.00","2 400.00",09/22/2023,353,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00","4 800.00",,,
,,,,,,,,,,,
,,,,,,,,,,,
C010342nm,111222,USD,"100 000.00",C010343nm,,,,,,,
,,,,,Inv20230915054505,"1 000.00","1 000.00",800.00,09/22/2023,353,
,,,,,Inv20230915054532,"2 000.00","2 000.00","1 600.00",09/22/2023,353,
,,,,,Inv20230915054600,"3 000.00","3 000.00","2 400.00",09/22/2023,353,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00","4 800.00",,,
,,,,,,,,,,,
,,,,,,,,,,,
C010344nm,111222,USD,"100 000.00",C010345nm,,,,,,,
,,,,,Inv20230918091306,"1 000.00","1 000.00",800.00,09/25/2023,350,
,,,,,Inv20230918091333,"2 000.00","2 000.00","1 600.00",09/25/2023,350,
,,,,,Inv20230918091401,"3 000.00","3 000.00","2 400.00",09/25/2023,350,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00","4 800.00",,,
,,,,,,,,,,,
,,,,,,,,,,,
C010346nm,111222,USD,"100 000.00",C010347nm,,,,,,,
,,,,,Inv20230918022831,"1 000.00","1 000.00",800.00,09/25/2023,350,
,,,,,Inv20230918022859,"2 000.00","2 000.00","1 600.00",09/25/2023,350,
,,,,,Inv20230918022927,"3 000.00","3 000.00","2 400.00",09/25/2023,350,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00","4 800.00",,,
,,,,,,,,,,,
,,,,,,,,,,,
C010350nm,111222,USD,"100 000.00",C010351nm,,,,,,,
,,,,,Inv20230918030151,"1 000.00","1 000.00",800.00,09/25/2023,350,
,,,,,Inv20230918030218,"2 000.00","2 000.00","1 600.00",09/25/2023,350,
,,,,,Inv20230918030246,"3 000.00","3 000.00","2 400.00",09/25/2023,350,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00","4 800.00",,,
,,,,,,,,,,,
,,,,,,,,,,,
C010352nm,111222,USD,"100 000.00",C010353nm,,,,,,,
,,,,,Inv20230918033400,"1 000.00","1 000.00",800.00,09/25/2023,350,
,,,,,Inv20230918033428,"2 000.00","2 000.00","1 600.00",09/25/2023,350,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,Inv20230918033455,"3 000.00","3 000.00","2 400.00",09/25/2023,350,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00","4 800.00",,,
,,,,,,,,,,,
,,,,,,,,,,,
C010360nm,111222,USD,"100 000.00",C010361nm,,,,,,,
,,,,,Inv20230919032652,"1 000.00","1 000.00",0.00,09/26/2023,349,
,,,,,Inv20230919032720,"2 000.00","2 000.00",0.00,09/26/2023,349,
,,,,,Inv20230919032747,"3 000.00","3 000.00",0.00,09/26/2023,349,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00",0.00,,,
,,,,,,,,,,,
,,,,,,,,,,,
C010362nm,111222,USD,"100 000.00",C010363nm,,,,,,,
,,,,,Inv20230919040138,"1 000.00","1 000.00",800.00,09/26/2023,349,
,,,,,Inv20230919040205,"2 000.00","2 000.00","1 600.00",09/26/2023,349,
,,,,,Inv20230919040233,"3 000.00","3 000.00","2 400.00",09/26/2023,349,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00","4 800.00",,,
,,,,,,,,,,,
,,,,,,,,,,,
C010446nm,111222,USD,"100 000.00",C010447nm,,,,,,,
,,,,,Inv20230920040549,"1 000.00","1 000.00",800.00,09/27/2023,348,
,,,,,Inv20230920040618,"2 000.00","2 000.00","1 600.00",09/27/2023,348,
,,,,,Inv20230920040645,"3 000.00","3 000.00","2 400.00",09/27/2023,348,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00","4 800.00",,,
,,,,,,,,,,,
,,,,,,,,,,,
C010785nm,111222,USD,"100 000.00",C010786nm,,,,,,,
,,,,,Inv20231019030231,"1 000.00","1 000.00",800.00,10/26/2023,319,
,,,,,Inv20231019030258,"2 000.00","2 000.00","1 600.00",10/26/2023,319,
,,,,,Inv20231019030326,"3 000.00","3 000.00","2 400.00",10/26/2023,319,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00","4 800.00",,,
,,,,,,,,,,,
,,,,,,,,,,,
C010872nm,111222,USD,"100 000.00",C010873nm,,,,,,,
,,,,,Inv20231023035425,"1 000.00","1 000.00",800.00,10/30/2023,315,
,,,,,Inv20231023035452,"2 000.00","2 000.00","1 600.00",10/30/2023,315,
,,,,,Inv20231023035520,"3 000.00","3 000.00","2 400.00",10/30/2023,315,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00","4 800.00",,,
,,,,,,,,,,,
,,,,,,,,,,,
C010896nm,111222,USD,"100 000.00",C010897nm,,,,,,,
,,,,,Inv20231024023341,"1 000.00","1 000.00",0.00,10/31/2023,314,
,,,,,Inv20231024023409,"2 000.00","2 000.00",0.00,10/31/2023,314,
,,,,,Inv20231024023437,"3 000.00","3 000.00",0.00,10/31/2023,314,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00",0.00,,,
,,,,,,,,,,,
,,,,,,,,,,,
C011078nm,111222,USD,"2 000.00",C011079nm,,,,,,,
,,,,,Inv20231115041757,"1 000.00","1 000.00",0.00,11/22/2023,292,
,,,,,Inv20231115041825,"2 000.00","2 000.00",0.00,11/22/2023,292,
,,,,,Inv20231115041852,"3 000.00","3 000.00",0.00,11/22/2023,292,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00",0.00,,,
,,,,,,,,,,,
,,,,,,,,,,,
C011082nm,111222,USD,"2 000.00",C011083nm,,,,,,,
,,,,,Inv20231115050554,"1 000.00","1 000.00",0.00,11/22/2023,292,
,,,,,Inv20231115050622,"2 000.00","2 000.00",0.00,11/22/2023,292,
,,,,,Inv20231115050649,"3 000.00","3 000.00",0.00,11/22/2023,292,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00",0.00,,,
,,,,,,,,,,,
,,,,,,,,,,,
C011086nm,111222,USD,"2 000.00",C011087nm,,,,,,,
,,,,,Inv20231116085357,"1 000.00","1 000.00",0.00,11/23/2023,291,
,,,,,Inv20231116085425,"2 000.00","2 000.00",0.00,11/23/2023,291,
,,,,,Inv20231116085453,"3 000.00","3 000.00",0.00,11/23/2023,291,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00",0.00,,,
,,,,,,,,,,,
,,,,,,,,,,,
C011158nm,111222,USD,"100 000.00",C011159nm,,,,,,,
,,,,,Inv20231122094653,"1 000.00","1 000.00",800.00,11/29/2023,285,
,,,,,Inv20231122094721,"2 000.00","2 000.00","1 600.00",11/29/2023,285,
,,,,,Inv20231122094749,"3 000.00","3 000.00","2 400.00",11/29/2023,285,
,,,,,,,,,,,
,,,,,3,"6 000.00","6 000.00","4 800.00",,,
,,,,,,,,,,,
,,,,,,,,,,,
DASMA HARDWARE,DH001,USD,"300 000.00",ETIVAC EXPRESS,,,,,,,
,,,,,EEINV003,"5 980.00","5 980.00",0.16,07/10/2024,61,
,,,,,EEINV004,480.00,480.00,375.03,07/10/2024,61,
,,,,,EEINV005,"1 290.00","1 290.00","1 185.07",07/10/2024,61,
,,,,,EEINV006,"3 000.00","3 000.00",0.00,07/10/2024,61,
,,,,,EEINV007,"3 970.00","3 970.00",0.00,07/10/2024,61,
,,,,,EEINV008,500.00,500.00,0.00,07/10/2024,61,
,,,,,EEINV009,"3 200.00","3 200.00",0.00,07/10/2024,61,
,,,,,EEINV012,"6 000.00","6 000.00",0.00,07/10/2024,61,
,,,,,EEINV013,500.00,500.00,0.00,07/10/2024,61,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,EEINV014,"1 300.00","1 300.00",0.00,07/10/2024,61,
,,,,,EEINV015,"3 000.00","3 000.00",0.00,07/10/2024,61,
,,,,,EEINV016,"4 000.00","4 000.00",0.00,07/10/2024,61,
,,,,,EEINV017,500.00,500.00,0.00,07/10/2024,61,
,,,,,EEINV018,"3 200.00","3 200.00",0.00,07/10/2024,61,
,,,,,EEINV019,"1 000.00","1 000.00",0.00,07/10/2024,61,
,,,,,EEINV020,"2 000.00","2 000.00",0.00,07/10/2024,61,
,,,,,EEINV021,"6 000.00","6 000.00",0.00,07/10/2024,61,
,,,,,EEINV022,500.00,500.00,0.00,07/10/2024,61,
,,,,,,,,,,,
,,,,,18,"46 420.00","46 420.00","1 560.26",,,
,,,,,,,,,,,
,,,,,,,,,,,
